ID,Name,Age,Course,Score
167,Name_167,41,Course_2,62
168,Name_168,44,Course_5,98
169,Name_169,51,Course_3,72
170,Name_170,41,Course_4,69
171,Name_171,18,Course_3,54
172,Name_172,34,Course_1,94
173,Name_173,39,Course_3,63
174,Name_174,60,Course_2,60
175,Name_175,27,Course_3,87
176,Name_176,46,Course_5,51
177,Name_177,54,Course_5,74
178,Name_178,61,Course_2,64
179,Name_179,26,Course_4,57
180,Name_180,74,Course_5,56
181,Name_181,18,Course_2,68
182,Name_182,22,Course_4,71
183,Name_183,70,Course_5,97
184,Name_184,70,Course_1,90
185,Name_185,52,Course_4,70
186,Name_186,45,Course_2,73
187,Name_187,42,Course_3,90
188,Name_188,40,Course_4,61
189,Name_189,27,Course_4,68
190,Name_190,61,Course_3,50
191,Name_191,19,Course_1,86
192,Name_192,70,Course_2,96
193,Name_193,52,Course_3,80
194,Name_194,47,Course_4,87
195,Name_195,27,Course_1,95
196,Name_196,53,Course_3,53
197,Name_197,72,Course_5,79
198,Name_198,79,Course_5,84
199,Name_199,79,Course_2,71
200,Name_200,74,Course_3,72
201,Name_201,76,Course_2,77
202,Name_202,24,Course_1,90
203,Name_203,37,Course_1,89
204,Name_204,50,Course_2,69
205,Name_205,62,Course_5,84
206,Name_206,79,Course_4,56
207,Name_207,44,Course_5,68
208,Name_208,37,Course_4,65
209,Name_209,18,Course_3,85
210,Name_210,76,Course_5,72
211,Name_211,58,Course_3,57
212,Name_212,59,Course_5,90
213,Name_213,27,Course_4,51
214,Name_214,35,Course_4,94
215,Name_215,37,Course_1,76
216,Name_216,65,Course_5,72
217,Name_217,34,Course_4,59
218,Name_218,45,Course_2,54
219,Name_219,48,Course_2,95
220,Name_220,29,Course_5,93
221,Name_221,69,Course_1,95
222,Name_222,66,Course_2,52
223,Name_223,70,Course_3,72
224,Name_224,20,Course_1,82
225,Name_225,39,Course_1,96
226,Name_226,58,Course_1,91
227,Name_227,54,Course_4,56
228,Name_228,39,Course_4,77
229,Name_229,52,Course_5,77
230,Name_230,19,Course_5,57
231,Name_231,56,Course_3,88
232,Name_232,74,Course_3,79
233,Name_233,73,Course_2,80
234,Name_234,33,Course_3,62
235,Name_235,49,Course_5,53
236,Name_236,79,Course_4,65
237,Name_237,76,Course_2,81
238,Name_238,31,Course_5,77
239,Name_239,36,Course_3,60
240,Name_240,29,Course_2,72
241,Name_241,53,Course_3,63
242,Name_242,53,Course_3,57
243,Name_243,46,Course_4,88
244,Name_244,74,Course_1,80
245,Name_245,29,Course_4,87
246,Name_246,20,Course_5,73
247,Name_247,69,Course_2,84
248,Name_248,45,Course_5,78
249,Name_249,24,Course_5,66
250,Name_250,44,Course_3,99
251,Name_251,19,Course_2,73
252,Name_252,34,Course_1,81
253,Name_253,52,Course_4,88
254,Name_254,33,Course_5,64
255,Name_255,47,Course_3,74
256,Name_256,26,Course_1,87
257,Name_257,67,Course_3,64
258,Name_258,26,Course_4,80
259,Name_259,20,Course_4,78
260,Name_260,57,Course_1,81
261,Name_261,38,Course_4,63
262,Name_262,70,Course_3,97
263,Name_263,66,Course_4,70
264,Name_264,30,Course_1,97
265,Name_265,70,Course_3,99
266,Name_266,70,Course_5,68
267,Name_267,49,Course_4,57
268,Name_268,23,Course_2,83
269,Name_269,69,Course_2,71
270,Name_270,73,Course_3,56
271,Name_271,77,Course_3,73
272,Name_272,59,Course_5,66
273,Name_273,28,Course_2,96
274,Name_274,35,Course_2,58
275,Name_275,36,Course_1,91
276,Name_276,28,Course_1,62
277,Name_277,19,Course_5,81
278,Name_278,27,Course_4,67
279,Name_279,23,Course_2,94
280,Name_280,55,Course_5,65
281,Name_281,51,Course_1,98
282,Name_282,40,Course_1,91
283,Name_283,42,Course_1,99
284,Name_284,23,Course_1,74
285,Name_285,70,Course_5,91
286,Name_286,45,Course_1,81
287,Name_287,45,Course_2,71
288,Name_288,40,Course_1,64
289,Name_289,43,Course_1,57
290,Name_290,33,Course_5,71
291,Name_291,32,Course_4,83
292,Name_292,18,Course_5,55
293,Name_293,20,Course_5,80
294,Name_294,41,Course_4,81
295,Name_295,68,Course_2,61
296,Name_296,46,Course_1,78
297,Name_297,70,Course_4,84
298,Name_298,33,Course_1,73
299,Name_299,67,Course_2,85
300,Name_300,44,Course_2,81
301,Name_301,78,Course_5,76
302,Name_302,75,Course_4,75
303,Name_303,58,Course_5,82
304,Name_304,51,Course_1,80
305,Name_305,77,Course_2,53
306,Name_306,35,Course_4,55
307,Name_307,37,Course_3,72
308,Name_308,57,Course_1,99
309,Name_309,68,Course_3,99
310,Name_310,41,Course_2,67
311,Name_311,55,Course_4,67
312,Name_312,53,Course_1,98
313,Name_313,41,Course_2,80
314,Name_314,64,Course_1,54
315,Name_315,18,Course_3,55
316,Name_316,45,Course_3,99
317,Name_317,65,Course_1,84
318,Name_318,75,Course_1,55
319,Name_319,74,Course_4,88
320,Name_320,72,Course_5,81
321,Name_321,67,Course_5,96
322,Name_322,28,Course_3,56
323,Name_323,21,Course_4,74
324,Name_324,69,Course_5,57
325,Name_325,77,Course_1,75
326,Name_326,31,Course_2,69
327,Name_327,50,Course_3,78
328,Name_328,35,Course_5,79
329,Name_329,33,Course_5,62
330,Name_330,28,Course_3,56
331,Name_331,69,Course_3,63
332,Name_332,19,Course_3,60
333,Name_333,46,Course_1,51
334,Name_334,59,Course_2,88
335,Name_335,22,Course_3,71
336,Name_336,56,Course_4,79
337,Name_337,67,Course_2,55
338,Name_338,43,Course_2,97
339,Name_339,52,Course_1,78
340,Name_340,66,Course_1,58
341,Name_341,18,Course_4,69
342,Name_342,21,Course_2,68
343,Name_343,47,Course_3,71
344,Name_344,44,Course_2,86
345,Name_345,28,Course_2,69
346,Name_346,22,Course_1,79
347,Name_347,23,Course_1,69
348,Name_348,27,Course_1,63
349,Name_349,61,Course_4,58
350,Name_350,41,Course_5,88
351,Name_351,75,Course_4,59
352,Name_352,63,Course_2,94
353,Name_353,47,Course_5,54
354,Name_354,59,Course_1,76
355,Name_355,32,Course_2,80
356,Name_356,74,Course_3,56
357,Name_357,37,Course_1,80
358,Name_358,73,Course_2,66
359,Name_359,61,Course_2,88
360,Name_360,47,Course_5,88
361,Name_361,20,Course_4,66
362,Name_362,76,Course_2,60
363,Name_363,30,Course_2,76
364,Name_364,62,Course_1,71
365,Name_365,56,Course_3,56
366,Name_366,65,Course_4,64
367,Name_367,59,Course_1,99
368,Name_368,54,Course_2,66
369,Name_369,36,Course_2,95
370,Name_370,61,Course_1,55
371,Name_371,45,Course_2,87
372,Name_372,73,Course_3,65
373,Name_373,56,Course_1,67
374,Name_374,64,Course_2,95
375,Name_375,30,Course_4,50
376,Name_376,27,Course_4,78
377,Name_377,20,Course_3,87
378,Name_378,45,Course_4,97
379,Name_379,18,Course_3,93
380,Name_380,39,Course_1,65
381,Name_381,34,Course_1,71
382,Name_382,31,Course_5,64
383,Name_383,33,Course_5,56
384,Name_384,46,Course_3,54
385,Name_385,37,Course_5,55
386,Name_386,46,Course_4,67
387,Name_387,27,Course_4,56
388,Name_388,25,Course_3,61
389,Name_389,29,Course_3,55
390,Name_390,61,Course_1,74
391,Name_391,38,Course_4,56
392,Name_392,60,Course_5,89
393,Name_393,45,Course_1,72
394,Name_394,41,Course_3,72
395,Name_395,77,Course_4,69
396,Name_396,62,Course_5,61
397,Name_397,67,Course_1,55
398,Name_398,22,Course_2,58
399,Name_399,64,Course_3,50
400,Name_400,44,Course_4,77
401,Name_401,33,Course_3,66
402,Name_402,39,Course_4,62
403,Name_403,24,Course_2,76
404,Name_404,22,Course_5,83
405,Name_405,41,Course_4,58
406,Name_406,73,Course_2,51
407,Name_407,52,Course_4,88
408,Name_408,67,Course_3,72
409,Name_409,18,Course_3,83
410,Name_410,22,Course_4,73
411,Name_411,33,Course_2,97
412,Name_412,53,Course_3,84
413,Name_413,52,Course_4,54
414,Name_414,58,Course_4,82
415,Name_415,48,Course_3,97
416,Name_416,63,Course_5,58
417,Name_417,79,Course_2,97
418,Name_418,53,Course_4,66
419,Name_419,57,Course_3,94
420,Name_420,40,Course_2,89
421,Name_421,38,Course_2,84
422,Name_422,55,Course_1,84
423,Name_423,42,Course_4,78
424,Name_424,69,Course_3,85
425,Name_425,71,Course_3,70
426,Name_426,30,Course_1,74
427,Name_427,31,Course_5,75
428,Name_428,43,Course_1,77
429,Name_429,49,Course_2,83
430,Name_430,39,Course_5,51
431,Name_431,24,Course_3,87
432,Name_432,53,Course_2,85
433,Name_433,18,Course_1,79
434,Name_434,69,Course_5,55
435,Name_435,39,Course_1,76
436,Name_436,59,Course_1,60
437,Name_437,50,Course_1,85
438,Name_438,18,Course_4,75
439,Name_439,70,Course_5,69
440,Name_440,18,Course_3,89
441,Name_441,19,Course_4,66
442,Name_442,30,Course_4,97
443,Name_443,50,Course_1,96
444,Name_444,36,Course_3,83
445,Name_445,64,Course_1,71
446,Name_446,55,Course_2,56
447,Name_447,64,Course_1,75
448,Name_448,62,Course_5,66
449,Name_449,36,Course_2,61
450,Name_450,66,Course_3,81
451,Name_451,50,Course_2,79
452,Name_452,51,Course_5,68
453,Name_453,44,Course_3,69
454,Name_454,74,Course_5,59
455,Name_455,32,Course_4,74
456,Name_456,60,Course_1,77
457,Name_457,25,Course_2,95
458,Name_458,19,Course_2,50
459,Name_459,55,Course_3,73
460,Name_460,59,Course_4,93
461,Name_461,49,Course_2,87
462,Name_462,62,Course_1,82
463,Name_463,41,Course_2,69
464,Name_464,74,Course_2,76
465,Name_465,39,Course_1,92
466,Name_466,70,Course_4,87
467,Name_467,34,Course_4,76
468,Name_468,27,Course_4,82
469,Name_469,62,Course_4,66
470,Name_470,77,Course_5,56
471,Name_471,61,Course_2,61
472,Name_472,32,Course_3,90
473,Name_473,35,Course_5,63
474,Name_474,29,Course_1,93
475,Name_475,39,Course_3,83
476,Name_476,72,Course_5,60
477,Name_477,52,Course_1,79
478,Name_478,36,Course_1,53
479,Name_479,65,Course_1,76
480,Name_480,25,Course_3,64
481,Name_481,59,Course_5,84
482,Name_482,47,Course_4,65
483,Name_483,18,Course_4,50
484,Name_484,70,Course_5,93
485,Name_485,31,Course_3,80
486,Name_486,61,Course_2,96
487,Name_487,56,Course_4,64
488,Name_488,40,Course_5,50
489,Name_489,53,Course_4,67
490,Name_490,20,Course_5,62
491,Name_491,38,Course_2,79
492,Name_492,60,Course_3,66
493,Name_493,30,Course_2,73
494,Name_494,31,Course_1,60
495,Name_495,72,Course_4,81
496,Name_496,47,Course_4,52
497,Name_497,52,Course_4,63
498,Name_498,77,Course_1,95
499,Name_499,22,Course_3,72
500,Name_500,71,Course_4,62
501,Name_501,55,Course_1,62
502,Name_502,20,Course_1,68
503,Name_503,33,Course_3,95
504,Name_504,34,Course_1,83
505,Name_505,60,Course_4,73
506,Name_506,33,Course_1,64
507,Name_507,52,Course_5,90
508,Name_508,66,Course_1,57
509,Name_509,46,Course_5,76
510,Name_510,74,Course_3,97
511,Name_511,68,Course_4,56
512,Name_512,51,Course_3,93
513,Name_513,63,Course_3,59
514,Name_514,61,Course_5,69
515,Name_515,54,Course_1,76
516,Name_516,66,Course_2,90
517,Name_517,51,Course_4,59
518,Name_518,38,Course_4,84
519,Name_519,71,Course_3,99
520,Name_520,31,Course_3,66
521,Name_521,73,Course_4,53
522,Name_522,22,Course_5,60
523,Name_523,47,Course_2,60
524,Name_524,74,Course_3,60
525,Name_525,26,Course_4,91
526,Name_526,49,Course_2,70
527,Name_527,35,Course_2,60
528,Name_528,42,Course_1,52
529,Name_529,40,Course_4,59
530,Name_530,56,Course_4,67
531,Name_531,51,Course_4,60
532,Name_532,31,Course_2,70
533,Name_533,20,Course_4,60
534,Name_534,63,Course_4,92
535,Name_535,53,Course_4,52
536,Name_536,51,Course_4,68
537,Name_537,77,Course_4,51
538,Name_538,37,Course_3,79
539,Name_539,44,Course_3,70
540,Name_540,21,Course_5,67
541,Name_541,76,Course_2,58
542,Name_542,39,Course_2,67
543,Name_543,27,Course_1,85
544,Name_544,61,Course_5,92
545,Name_545,70,Course_4,89
546,Name_546,26,Course_1,52
547,Name_547,45,Course_3,89
548,Name_548,57,Course_1,64
549,Name_549,71,Course_4,52
550,Name_550,65,Course_5,51
551,Name_551,78,Course_1,51
552,Name_552,48,Course_2,94
553,Name_553,31,Course_1,53
554,Name_554,57,Course_4,75
555,Name_555,48,Course_1,54
556,Name_556,69,Course_5,60
557,Name_557,44,Course_4,90
558,Name_558,78,Course_1,65
559,Name_559,19,Course_2,58
560,Name_560,74,Course_4,63
561,Name_561,73,Course_5,81
562,Name_562,41,Course_2,79
563,Name_563,59,Course_1,62
564,Name_564,45,Course_5,62
565,Name_565,70,Course_2,61
566,Name_566,32,Course_5,70
567,Name_567,25,Course_1,71
568,Name_568,63,Course_1,99
569,Name_569,50,Course_4,82
570,Name_570,75,Course_3,61
571,Name_571,28,Course_1,69
572,Name_572,53,Course_5,75
573,Name_573,21,Course_5,94
574,Name_574,33,Course_4,94
575,Name_575,35,Course_3,55
576,Name_576,32,Course_4,96
577,Name_577,61,Course_5,86
578,Name_578,23,Course_3,95
579,Name_579,72,Course_4,62
580,Name_580,19,Course_3,62
581,Name_581,31,Course_2,72
582,Name_582,32,Course_5,58
583,Name_583,29,Course_1,77
584,Name_584,32,Course_3,91
585,Name_585,68,Course_1,60
586,Name_586,42,Course_2,52
587,Name_587,61,Course_4,94
588,Name_588,38,Course_4,54
589,Name_589,60,Course_5,70
590,Name_590,73,Course_4,71
591,Name_591,23,Course_4,86
592,Name_592,61,Course_5,74
593,Name_593,46,Course_3,65
594,Name_594,77,Course_2,90
595,Name_595,65,Course_3,55
596,Name_596,40,Course_2,51
597,Name_597,60,Course_2,92
598,Name_598,53,Course_2,79
599,Name_599,61,Course_4,84
600,Name_600,63,Course_3,54
601,Name_601,69,Course_5,54
602,Name_602,71,Course_5,77
603,Name_603,31,Course_4,51
604,Name_604,26,Course_3,97
605,Name_605,58,Course_1,80
606,Name_606,47,Course_3,82
607,Name_607,20,Course_5,92
608,Name_608,63,Course_2,93
609,Name_609,27,Course_3,63
610,Name_610,68,Course_2,61
611,Name_611,21,Course_2,86
612,Name_612,32,Course_3,87
613,Name_613,60,Course_1,67
614,Name_614,49,Course_5,75
615,Name_615,35,Course_2,87
616,Name_616,32,Course_5,79
617,Name_617,25,Course_2,61
618,Name_618,32,Course_5,74
619,Name_619,23,Course_4,72
620,Name_620,24,Course_3,80
621,Name_621,55,Course_3,89
622,Name_622,46,Course_3,62
623,Name_623,52,Course_5,73
624,Name_624,40,Course_4,69
625,Name_625,71,Course_2,73
626,Name_626,61,Course_2,57
627,Name_627,74,Course_2,71
628,Name_628,58,Course_3,67
629,Name_629,42,Course_4,77
630,Name_630,38,Course_2,60
631,Name_631,23,Course_4,50
632,Name_632,75,Course_4,92
633,Name_633,67,Course_5,82
634,Name_634,27,Course_3,86
635,Name_635,57,Course_1,60
636,Name_636,63,Course_4,87
637,Name_637,39,Course_5,96
638,Name_638,66,Course_3,84
639,Name_639,32,Course_1,81
640,Name_640,68,Course_3,66
641,Name_641,43,Course_3,67
642,Name_642,40,Course_3,65
643,Name_643,79,Course_1,95
644,Name_644,66,Course_5,58
645,Name_645,23,Course_4,61
646,Name_646,54,Course_2,51
647,Name_647,32,Course_2,96
648,Name_648,19,Course_5,93
649,Name_649,47,Course_3,60
650,Name_650,59,Course_4,90
651,Name_651,48,Course_5,84
652,Name_652,75,Course_2,98
653,Name_653,27,Course_1,67
654,Name_654,46,Course_2,71
655,Name_655,58,Course_3,88
656,Name_656,72,Course_4,57
657,Name_657,29,Course_3,61
658,Name_658,38,Course_3,52
659,Name_659,54,Course_5,93
660,Name_660,71,Course_4,59
661,Name_661,71,Course_2,95
662,Name_662,47,Course_1,99
663,Name_663,60,Course_5,77
664,Name_664,33,Course_4,55
665,Name_665,38,Course_5,74
666,Name_666,35,Course_1,96
667,Name_667,28,Course_2,96
668,Name_668,36,Course_5,74
669,Name_669,45,Course_3,65
670,Name_670,28,Course_3,88
671,Name_671,47,Course_2,79
672,Name_672,64,Course_5,65
673,Name_673,75,Course_2,51
674,Name_674,53,Course_5,70
675,Name_675,78,Course_2,94
676,Name_676,78,Course_2,95
677,Name_677,65,Course_5,89
678,Name_678,55,Course_3,57
679,Name_679,70,Course_4,89
680,Name_680,31,Course_4,75
681,Name_681,71,Course_5,84
682,Name_682,25,Course_4,88
683,Name_683,44,Course_3,58
684,Name_684,24,Course_2,51
685,Name_685,63,Course_4,78
686,Name_686,53,Course_3,98
687,Name_687,70,Course_4,95
688,Name_688,58,Course_2,79
689,Name_689,71,Course_5,53
690,Name_690,52,Course_5,81
691,Name_691,35,Course_2,86
692,Name_692,39,Course_1,84
693,Name_693,58,Course_4,96
694,Name_694,74,Course_3,82
695,Name_695,23,Course_4,69
696,Name_696,24,Course_2,67
697,Name_697,75,Course_2,92
698,Name_698,21,Course_3,90
699,Name_699,71,Course_2,64
700,Name_700,30,Course_5,88
701,Name_701,21,Course_1,71
702,Name_702,39,Course_4,88
703,Name_703,29,Course_3,93
704,Name_704,45,Course_1,96
705,Name_705,44,Course_1,56
706,Name_706,63,Course_3,58
707,Name_707,35,Course_3,59
708,Name_708,18,Course_2,81
709,Name_709,40,Course_2,77
710,Name_710,76,Course_3,89
711,Name_711,45,Course_5,55
712,Name_712,68,Course_1,69
713,Name_713,43,Course_1,54
714,Name_714,21,Course_4,62
715,Name_715,77,Course_2,86
716,Name_716,43,Course_5,60
717,Name_717,50,Course_3,60
718,Name_718,75,Course_5,75
719,Name_719,40,Course_3,72
720,Name_720,55,Course_3,99
721,Name_721,72,Course_4,57
722,Name_722,23,Course_2,62
723,Name_723,60,Course_1,87
724,Name_724,26,Course_5,88
725,Name_725,48,Course_2,66
726,Name_726,29,Course_3,67
727,Name_727,72,Course_2,66
728,Name_728,45,Course_4,61
729,Name_729,41,Course_3,75
730,Name_730,22,Course_5,57
731,Name_731,57,Course_2,71
732,Name_732,48,Course_4,71
733,Name_733,18,Course_1,52
734,Name_734,60,Course_5,69
735,Name_735,52,Course_1,88
736,Name_736,38,Course_5,75
737,Name_737,53,Course_5,92
738,Name_738,77,Course_2,86
739,Name_739,61,Course_5,77
740,Name_740,60,Course_2,58
741,Name_741,41,Course_2,68
742,Name_742,27,Course_5,74
743,Name_743,49,Course_2,57
744,Name_744,35,Course_2,72
745,Name_745,28,Course_5,75
746,Name_746,49,Course_1,68
747,Name_747,29,Course_1,98
748,Name_748,46,Course_5,94
749,Name_749,49,Course_1,76
750,Name_750,41,Course_4,87
751,Name_751,34,Course_2,55
752,Name_752,73,Course_4,80
753,Name_753,69,Course_5,52
754,Name_754,37,Course_5,98
755,Name_755,25,Course_5,97
756,Name_756,77,Course_3,87
757,Name_757,51,Course_1,82
758,Name_758,55,Course_5,55
759,Name_759,55,Course_3,84
760,Name_760,39,Course_1,84
761,Name_761,72,Course_2,82
762,Name_762,46,Course_4,50
763,Name_763,48,Course_4,69
764,Name_764,46,Course_3,82
765,Name_765,66,Course_3,51
766,Name_766,45,Course_2,86
767,Name_767,48,Course_3,59
768,Name_768,48,Course_1,76
769,Name_769,40,Course_4,51
770,Name_770,22,Course_5,50
771,Name_771,28,Course_1,92
772,Name_772,57,Course_1,63
773,Name_773,47,Course_2,96
774,Name_774,24,Course_3,74
775,Name_775,18,Course_2,97
776,Name_776,24,Course_4,67
777,Name_777,28,Course_5,94
778,Name_778,54,Course_5,57
779,Name_779,74,Course_1,62
780,Name_780,58,Course_4,82
781,Name_781,68,Course_3,55
782,Name_782,45,Course_1,53
783,Name_783,36,Course_4,81
784,Name_784,44,Course_1,88
785,Name_785,57,Course_2,96
786,Name_786,53,Course_4,79
787,Name_787,51,Course_1,62
788,Name_788,28,Course_5,69
789,Name_789,21,Course_3,72
790,Name_790,20,Course_3,97
791,Name_791,36,Course_4,54
792,Name_792,64,Course_4,74
793,Name_793,59,Course_3,63
794,Name_794,55,Course_5,86
795,Name_795,76,Course_1,69
796,Name_796,63,Course_2,56
797,Name_797,27,Course_1,99
798,Name_798,23,Course_2,65
799,Name_799,25,Course_4,71
800,Name_800,75,Course_1,56
801,Name_801,49,Course_2,59
802,Name_802,55,Course_1,81
803,Name_803,76,Course_2,58
804,Name_804,66,Course_1,56
805,Name_805,78,Course_4,95
806,Name_806,37,Course_5,68
807,Name_807,46,Course_5,60
808,Name_808,26,Course_1,71
809,Name_809,23,Course_2,51
810,Name_810,34,Course_5,61
811,Name_811,60,Course_3,93
812,Name_812,22,Course_4,84
813,Name_813,42,Course_3,50
814,Name_814,22,Course_2,66
815,Name_815,70,Course_5,79
816,Name_816,62,Course_3,72
817,Name_817,69,Course_1,53
818,Name_818,36,Course_5,62
819,Name_819,35,Course_3,55
820,Name_820,23,Course_3,67
821,Name_821,30,Course_1,68
822,Name_822,79,Course_5,65
823,Name_823,32,Course_1,78
824,Name_824,39,Course_2,56
825,Name_825,65,Course_1,79
826,Name_826,54,Course_4,71
827,Name_827,21,Course_5,91
828,Name_828,27,Course_5,87
829,Name_829,40,Course_2,97
830,Name_830,69,Course_5,67
831,Name_831,19,Course_1,95
832,Name_832,41,Course_3,53
833,Name_833,32,Course_1,51
834,Name_834,24,Course_2,80
835,Name_835,61,Course_1,73
836,Name_836,77,Course_5,69
837,Name_837,21,Course_1,81
838,Name_838,60,Course_3,97
839,Name_839,72,Course_3,69
840,Name_840,24,Course_4,55
841,Name_841,24,Course_1,96
842,Name_842,72,Course_4,69
843,Name_843,33,Course_1,54
844,Name_844,40,Course_4,57
845,Name_845,23,Course_2,80
846,Name_846,36,Course_4,66
847,Name_847,75,Course_1,66
848,Name_848,59,Course_3,82
849,Name_849,40,Course_3,51
850,Name_850,46,Course_1,99
851,Name_851,24,Course_1,62
852,Name_852,19,Course_3,55
853,Name_853,24,Course_4,69
854,Name_854,46,Course_3,74
855,Name_855,41,Course_4,65
856,Name_856,78,Course_2,96
857,Name_857,65,Course_1,75
858,Name_858,54,Course_3,84
859,Name_859,42,Course_5,80
860,Name_860,18,Course_4,98
861,Name_861,42,Course_2,82
862,Name_862,45,Course_5,91
863,Name_863,42,Course_4,93
864,Name_864,72,Course_2,80
865,Name_865,58,Course_5,55
866,Name_866,48,Course_3,84
867,Name_867,60,Course_1,90
868,Name_868,60,Course_4,72
869,Name_869,63,Course_2,66
870,Name_870,74,Course_5,80
871,Name_871,75,Course_1,90
872,Name_872,31,Course_2,53
873,Name_873,67,Course_1,64
